row;col;UP;ElevP50;ARMFR;ElevP90
38;5;52I212;12.938;63.1371;28.3085
38;6;52I212;7.4519;61.3279;28.0189
38;7;52I212;10.9465;62.8805;27.739
38;8;52I212;9.6644;60.5632;27.4765
38;9;52I212;8.7943;61.4585;27.3911
38;10;52I212;7.1993;59.037;27.3227
38;11;52I212;7.5956;60.9453;27.3405
38;12;52I212;12.3682;64.6277;26.5577
38;13;52I212;16.6673;69.3285;25.7287
38;14;52I212;10.0615;65.6597;25.1181
38;15;52I212;12.3103;65.3781;26.3842
38;16;52I212;12.0886;65.2131;26.5713
38;17;52I212;12.1836;66.3582;26.4318
38;18;52I212;8.2988;63.1099;26.8104
38;19;52I212;6.7643;64.1852;26.8823
38;20;52I212;7.6975;63.966;27.0218
38;21;52I212;6.8964;63.0373;26.4012
38;22;52I212;2.931;59.18;25.8297
38;23;52I212;2.8322;59.1592;25.8726
38;24;52I212;3.6853;59.5313;25.2552
38;25;52I212;20.6727;71.2073;24.0111
38;26;52I212;21.7951;73.3539;23.4319
38;27;52I212;21.3235;72.8783;23.514
38;28;52I212;19.6978;66.2496;23.3224
38;29;52I212;17.141;67.6122;23.6513
38;30;52I212;6.1114;62.9601;23.5621
38;31;52I212;20.2679;70.6342;23.5815
38;32;52I212;20.8002;72.5011;23.5845
38;33;52I212;21.1614;71.4134;23.786
38;34;52I212;22.0649;75.07;23.9576
38;35;52I212;22.2099;76.0529;23.9815
38;36;52I212;21.7935;74.3275;23.9556
38;37;52I212;21.6292;75.2124;23.5101
38;38;52I212;21.8125;76.7225;23.4315
38;39;52I212;20.5821;70.8175;23.2331
38;40;52I212;20.0267;69.1334;23.0059
38;41;52I212;20.6466;70.4281;22.9522
38;42;52I212;18.007;67.0118;24.2224
38;44;52I212;16.4849;69.4823;25.6155
38;45;52I212;6.3844;55.9722;26.1085
38;46;52I212;1.9024;51.8519;26.7878
38;47;52I212;3.3624;56.1994;26.7835
38;48;52I212;2.7522;54.5698;27.1849
38;49;52I212;3.0775;56.2272;27.4765
38;50;52I212;4.0946;59.9653;27.9267
38;51;52I212;4.2312;62.3063;27.7144
38;52;52I212;3.8673;59.8832;27.3404
38;53;52I212;5.8448;61.9949;27.3373
38;54;52I212;4.3786;59.8514;27.325
38;55;52I212;4.4569;59.4445;27.2655
38;56;52I212;2.9031;56.514;26.8749
38;57;52I212;3.4191;58.3296;27.1388
37;2;52I212;4.7079;56.1364;26.6987
37;3;52I212;4.1098;56.9835;27.209
37;4;52I212;4.3171;58.8027;27.702
37;5;52I212;7.6855;61.4564;27.8265
37;6;52I212;5.8172;61.6248;27.8237
37;7;52I212;3.9966;57.6311;27.7191
37;8;52I212;5.9106;58.9056;27.499
37;9;52I212;2.9859;55.805;27.2238
37;10;52I212;2.1414;57.2114;27.0027
37;11;52I212;3.9731;59.8071;26.3438
37;12;52I212;2.6374;57.8483;26.4048
37;13;52I212;11.0286;65.3519;25.8731
37;14;52I212;10.1225;67.1917;24.8868
37;15;52I212;6.493;60.8138;26.671
37;16;52I212;9.3116;64.0164;26.5138
37;17;52I212;11.3279;65.7459;26.8711
37;18;52I212;11.7554;64.3552;26.3252
37;19;52I212;9.8009;63.4957;26.3481
37;20;52I212;12.2507;64.1791;26.9034
37;21;52I212;12.4911;65.6889;26.5415
37;22;52I212;10.0254;64.9922;25.3799
37;23;52I212;10.0284;61.7695;25.0493
37;24;52I212;10.3716;62.9919;24.5544
37;25;52I212;6.5453;60.8201;23.1893
37;26;52I212;0.4755;58.3464;23.032
37;27;52I212;0.2564;60.7955;22.8417
37;28;52I212;20.7896;70.7869;23.2252
37;29;52I212;20.8403;72.2957;23.6121
37;30;52I212;20.6074;71.8822;23.6974
37;31;52I212;20.085;72.5328;23.7773
37;32;52I212;21.447;71.1087;23.9308
37;33;52I212;20.6347;70.218;23.8394
37;34;52I212;20.718;69.8821;23.859
37;35;52I212;20.6519;70.0481;24.0072
37;36;52I212;10.2417;70.2672;23.9518
37;37;52I212;21.1386;71.5671;23.4383
37;38;52I212;21.4099;72.277;23.37
37;39;52I212;20.6548;70.0046;23.209
37;40;52I212;18.048;67.8121;22.4676
37;41;52I212;19.5916;67.8636;22.6678
37;42;52I212;6.0435;55.9313;23.2682
37;44;52I212;22.8577;85.7143;25.7395
37;45;52I212;4.0297;57.3259;26.8754
37;46;52I212;2.8597;54.8426;26.2778
37;47;52I212;2.0473;53.048;25.9329
37;48;52I212;3.7626;56.4717;26.714
37;49;52I212;2.6631;52.7215;27.3198
37;50;52I212;3.9885;56.5798;27.5719
37;51;52I212;5.2943;59.738;27.6919
37;52;52I212;4.5457;59.8793;27.5726
37;53;52I212;3.2471;57.4201;27.574
37;54;52I212;3.5705;56.1753;27.4399
37;55;52I212;1.8635;53.1236;27.0184
37;56;52I212;1.9113;54.9179;27.2319
37;57;52I212;1.5409;54.8723;27.1675
37;58;52I212;1.2969;55;26.5424
36;2;52I212;10.9227;68.9498;27.0316
36;3;52I212;7.7935;59.2238;27.0653
36;4;52I212;3.506;56.2041;27.7028
36;5;52I212;8.9226;63.2601;27.9252
36;6;52I212;7.2922;60.8247;28.239
36;7;52I212;4.9831;57.8808;27.9589
36;8;52I212;4.0059;57.3574;27.6252
36;9;52I212;1.9281;53.4045;27.1896
36;10;52I212;2.549;56.0871;26.7067
36;11;52I212;2.6452;56.2755;26.326
36;12;52I212;3.6641;58.2551;26.6605
36;13;52I212;7.0406;63.8875;26.1291
36;14;52I212;5.783;62.6825;26.4497
36;15;52I212;6.2376;62.2418;26.7895
36;16;52I212;5.0652;60.8148;26.9011
36;17;52I212;7.6184;64.4094;26.9948
36;18;52I212;4.5814;58.1355;26.4612
36;19;52I212;4.8329;59.1681;26.4134
36;20;52I212;7.4294;61.7694;26.6836
36;21;52I212;3.9834;57.4016;26.6547
36;22;52I212;2.6634;55.7909;25.6439
36;23;52I212;1.8946;52.3893;25.4167
36;24;52I212;6.236;58.6164;23.2279
36;25;52I212;20.2961;72.7445;22.6225
36;26;52I212;20.6862;72.7257;22.827
36;27;52I212;21.0437;74.3045;23.0206
36;28;52I212;21.7693;74.9249;23.5214
36;29;52I212;21.6538;75.3232;23.3809
36;30;52I212;21.7236;74.7793;23.6391
36;31;52I212;21.8043;74.6255;23.75
36;32;52I212;21.9304;75.6865;24.0649
36;33;52I212;22.1077;71.281;24.0865
36;34;52I212;21.2324;69.955;23.8021
36;35;52I212;21.2736;73.5524;23.8998
36;36;52I212;21.857;73.0193;23.8749
36;37;52I212;21.4336;74.3529;23.1672
36;38;52I212;21.2404;73.848;22.977
36;39;52I212;21.417;72.8944;23.2514
36;40;52I212;20.0001;70.2405;22.3885
36;41;52I212;18.5479;68.1728;22.6133
36;45;52I212;5.2652;59.7732;26.4275
36;46;52I212;4.1086;58.8749;26.3555
36;47;52I212;4.5728;57.8296;26.6103
36;48;52I212;3.6685;56.8759;26.5274
36;49;52I212;4.5385;55.8923;27.0254
36;50;52I212;8.1042;59.9606;27.2055
36;51;52I212;5.7925;55.2239;27.4137
36;52;52I212;4.3014;54.0557;27.4726
36;53;52I212;6.5461;60.2783;27.5481
36;54;52I212;6.679;60.3004;27.2943
36;55;52I212;5.2939;60.2685;27.0664
36;56;52I212;5.1186;58.9158;26.9327
36;57;52I212;4.7411;59.1617;26.8023
36;58;52I212;3.4028;55.9436;26.6096
35;3;52I212;7.916;63.976;25.3269
35;4;52I212;8.112;58.818;27.2101
35;5;52I212;9.0359;61.8292;28.3009
35;6;52I212;7.9387;59.0922;28.6334
35;7;52I212;14.7056;64.9203;28.1733
35;8;52I212;7.4077;58.4171;27.7748
35;9;52I212;6.5518;58.5406;27.5042
35;10;52I212;11.5409;62.3047;26.9358
35;11;52I212;10.1253;60.8775;26.5735
35;12;52I212;6.6794;61.853;26.6757
35;13;52I212;7.4347;61.602;26.9462
35;14;52I212;10.0623;62.8972;26.9848
35;15;52I212;9.0008;63.4953;27.4784
35;16;52I212;12.1611;63.8397;27.8211
35;17;52I212;11.3032;63.9778;27.5143
35;18;52I212;6.7629;57.8781;27.1835
35;19;52I212;4.0291;53.4204;26.4937
35;20;52I212;5.3041;58.0777;26.3669
35;21;52I212;5.6546;58.7116;25.8827
35;22;52I212;19.8156;70.0809;23.2653
35;23;52I212;21.4244;76.6328;23.0054
35;24;52I212;20.9589;75.2739;22.7537
35;25;52I212;20.7716;76.4206;22.6177
35;26;52I212;20.8707;76.6094;22.6368
35;27;52I212;20.871;72.4446;22.9412
35;28;52I212;21.2472;74.689;23.1501
35;29;52I212;21.5489;75.6375;23.0879
35;30;52I212;21.9169;76.4813;23.5024
35;31;52I212;21.7257;74.5511;23.9893
35;32;52I212;22.0298;73.9137;24.1686
35;33;52I212;21.4387;72.1553;24.2047
35;34;52I212;19.3665;71.5349;23.7826
35;35;52I212;20.9606;72.4455;23.5276
35;36;52I212;21.5731;75.1364;23.2178
35;37;52I212;21.2596;73.3838;22.9553
35;38;52I212;20.8218;72.0909;22.859
35;39;52I212;21.1325;74.3843;22.9809
35;40;52I212;20.576;74.3367;22.5955
35;41;52I212;19.7027;71.4903;23.8837
35;45;52I212;3.6084;58.5776;26.0298
35;46;52I212;4.4594;58.1345;26.0827
35;47;52I212;3.4482;56.1661;26.1466
35;48;52I212;3.6166;57.7108;26.4471
35;49;52I212;2.867;56.0811;26.9875
35;50;52I212;3.807;57.8407;27.0378
35;51;52I212;3.3427;56.4761;27.0319
35;52;52I212;6.2051;58.7733;27.135
35;53;52I212;6.5172;59.1462;27.4483
35;54;52I212;4.5285;57.0955;26.7432
35;55;52I212;3.7573;54.4499;26.4616
35;56;52I212;4.5537;57.4411;25.9073
35;57;52I212;4.1587;58.1127;25.936
35;58;52I212;3.367;55.5064;26.4985
35;59;52I212;5.2407;55.9582;25.9255
34;4;52I212;7.3944;59.313;26.2212
34;5;52I212;6.5176;55.6503;28.3226
34;6;52I212;7.119;57.9664;28.2674
34;7;52I212;10.3679;62.7386;28.1505
34;8;52I212;7.5285;60;28.0051
34;9;52I212;11.8895;63.8345;27.3883
34;10;52I212;10.1965;60.6769;26.7386
34;11;52I212;11.5381;62.6303;26.5652
34;12;52I212;15.6545;66.3517;26.5092
34;13;52I212;9.174;64.0512;26.7638
34;14;52I212;6.2571;61.4013;27.4186
34;15;52I212;10.184;63.8061;27.6921
34;16;52I212;8.4724;61.6168;27.6272
34;17;52I212;6.0728;54.7752;27.4847
34;18;52I212;0.3116;49.8658;26.2015
34;19;52I212;5.4838;58.8155;23.7198
34;20;52I212;21.3792;74.2634;23.5674
34;21;52I212;21.1413;75.6893;23.4914
34;22;52I212;21.5671;75.1962;23.4382
34;23;52I212;20.8788;73.5159;23.2828
34;24;52I212;15.2498;71.2323;23.2048
34;25;52I212;20.6358;76.1702;22.9736
34;26;52I212;20.5033;75.3475;22.4917
34;27;52I212;20.5139;75.5525;22.3305
34;28;52I212;20.6253;77.465;22.6844
34;29;52I212;21.4103;76.6318;22.9909
34;30;52I212;22.1262;76.0361;23.8749
34;31;52I212;21.9993;74.4466;24.048
34;32;52I212;21.423;72.8386;24.0421
34;33;52I212;22.1044;73.7779;23.9017
34;34;52I212;20.5874;72.8819;23.4427
34;35;52I212;20.6779;71.565;23.1759
34;36;52I212;21.3893;75.4447;23.1524
34;37;52I212;20.4876;73.7139;22.9273
34;38;52I212;20.1485;70.951;22.522
34;39;52I212;20.5925;73.4725;22.568
34;40;52I212;20.398;72.991;22.4806
34;41;52I212;14.8807;69.0159;23.6375
34;45;52I212;5.4559;59.9151;26.1404
34;46;52I212;3.2174;57.7678;26.489
34;47;52I212;2.9633;56.9743;26.2032
34;48;52I212;4.6237;58.6465;26.3536
34;49;52I212;3.9278;57.6217;26.6156
34;50;52I212;4.0684;56.4088;26.5262
34;51;52I212;4.0977;55.4802;26.5795
34;52;52I212;5.524;58.9206;26.7921
34;53;52I212;6.3185;60.0507;27.1103
34;54;52I212;6.0319;60.3461;26.7852
34;55;52I212;4.8105;58.1202;25.4267
34;56;52I212;1.3591;54.5279;24.7238
34;57;52I212;0.3459;48.1351;24.5242
34;58;52I212;2.7283;55.7182;25.4221
34;59;52I212;3.7625;58.4135;24.8158
34;60;52I212;0.0027;40;24.1992
33;4;52I212;5.6448;59.4616;24.3837
33;5;52I212;9.066;58.0744;26.5224
33;6;52I212;10.8295;61.8566;28.3259
33;7;52I212;6.3759;59.3557;28.4236
33;8;52I212;4.7443;57.0452;27.8089
33;9;52I212;12.1258;65.0228;27.1741
33;10;52I212;11.7489;63.0731;26.8669
33;11;52I212;10.9307;64.3159;26.4969
33;12;52I212;8.8429;60.665;26.9999
33;13;52I212;5.1196;60.9566;26.5339
33;14;52I212;6.3489;59.8084;27.6753
33;15;52I212;5.4622;57.3711;27.3688
33;16;52I212;9.5757;60.8684;26.9773
33;17;52I212;1.3575;56.4913;24.4038
33;18;52I212;20.9747;72.107;23.8231
33;19;52I212;21.5612;74.4423;23.6395
33;20;52I212;21.518;75.7593;23.5238
33;21;52I212;21.4871;75.976;23.1415
33;22;52I212;20.8006;74.1435;23.4829
33;23;52I212;15.4842;68.123;23.1415
33;24;52I212;2.6609;59.3732;23.2319
33;25;52I212;20.7873;75.338;23.2065
33;26;52I212;21.1279;77.4827;22.5323
33;27;52I212;20.9715;76.1414;22.3222
33;28;52I212;21.0906;78.5436;22.5311
33;29;52I212;21.3537;74.9966;22.9411
33;30;52I212;21.6857;78.1458;23.6041
33;31;52I212;22.0373;76.9759;23.56
33;32;52I212;21.4342;75.2358;23.2936
33;33;52I212;21.0644;74.734;23.3676
33;34;52I212;20.5651;70.5993;23.4988
33;35;52I212;21.0465;72.27;23.1094
33;36;52I212;21.3354;74.4529;23.193
33;37;52I212;20.5701;71.8862;22.7779
33;38;52I212;20.0425;73.695;22.1934
33;39;52I212;20.4278;73.7061;22.1953
33;40;52I212;19.9792;70.2957;22.4771
33;41;52I212;0.0241;22.2222;14.2598
33;44;52I212;13.7951;65.9574;26.494
33;45;52I212;10.6994;64.6806;26.4593
33;46;52I212;8.4344;62.7746;26.7393
33;47;52I212;4.3185;59.0294;26.7566
33;48;52I212;4.0119;57.5899;26.7187
33;49;52I212;3.4967;57.9293;26.2091
33;50;52I212;3.9645;57.9994;26.0627
33;51;52I212;4.6665;58.4811;26.2968
33;52;52I212;5.5248;60.1788;26.4665
33;53;52I212;5.751;59.7228;26.7444
33;54;52I212;14.1199;66.7061;26.6482
33;55;52I212;4.628;59.5568;26.1366
33;56;52I212;4.6818;59.7316;25.3947
33;57;52I212;6.0597;62.4052;24.833
33;58;52I212;11.9106;63.9876;25.3467
33;59;52I212;5.9272;60.2306;25.479
33;60;52I212;6.0038;61.1776;26.0269
32;5;52I212;9.0382;63.0419;25.2355
32;6;52I212;5.1035;54.9848;27.6008
32;7;52I212;2.9822;55.7519;28.1976
32;8;52I212;7.9865;61.7223;27.7875
32;9;52I212;9.7809;62.5306;27.6148
32;10;52I212;7.5312;62.3839;27.4906
32;11;52I212;18.6047;65.4501;27.645
32;12;52I212;7.0806;59.9204;27.0652
32;13;52I212;6.2039;58.2393;26.6344
32;14;52I212;5.6418;56.6934;27.5451
32;15;52I212;13.2539;62.5113;27.5398
32;16;52I212;8.7721;60.7808;25.8358
32;17;52I212;20.4916;70.9768;23.9894
32;18;52I212;20.9079;72.7085;23.5036
32;19;52I212;21.6827;76.1156;23.2731
32;20;52I212;21.5599;75.7959;23.2203
32;21;52I212;21.102;75.9492;23.2591
32;22;52I212;20.3232;74.9175;23.0389
32;23;52I212;19.9497;73.7421;22.9466
32;24;52I212;22.4978;80.2799;23.7411
32;25;52I212;22.2354;84.6248;23.378
32;26;52I212;21.6955;83.1217;22.8195
32;27;52I212;20.8648;76.3083;22.5307
32;28;52I212;20.8434;73.6951;22.8735
32;29;52I212;21.0017;75.2625;22.5871
32;30;52I212;21.6144;75.3113;22.9564
32;31;52I212;21.5433;74.4247;23.1905
32;32;52I212;21.3799;75.1185;22.9997
32;33;52I212;21.1097;75.0146;23.0441
32;34;52I212;20.6779;72.8113;23.1803
32;35;52I212;21.0039;71.5009;22.6448
32;36;52I212;20.4853;71.0041;22.5222
32;37;52I212;19.7951;70.2686;22.3358
32;38;52I212;20.4866;72.8435;22.2329
32;39;52I212;20.537;77.1088;22.2708
32;40;52I212;19.1187;74.6036;22.7268
32;43;52I212;23.0186;62.8676;25.3815
32;44;52I212;7.8693;61.81;26.3567
32;45;52I212;16.0765;66.2736;26.9227
32;46;52I212;8.7278;64.2328;26.9102
32;47;52I212;7.2853;61.9201;26.3955
32;48;52I212;5.4067;60.2166;26.7103
32;49;52I212;3.8234;57.7371;26.1459
32;50;52I212;4.138;58.2593;25.8601
32;51;52I212;4.5164;58.9747;26.0441
32;52;52I212;6.6625;61.8446;26.431
32;53;52I212;5.8777;61.238;26.9377
32;54;52I212;4.1693;60.0331;26.4341
32;55;52I212;12.4339;64.7759;26.3871
32;56;52I212;7.4685;62.2815;25.621
32;57;52I212;12.2056;66.4334;25.5361
32;58;52I212;13.8724;65.3032;25.1891
32;59;52I212;7.4612;62.428;25.3594
32;60;52I212;3.8426;56.6575;26.3814
32;61;52I212;11.9247;61.4525;26.2435
31;5;52I212;14.657;66.4723;23.4104
31;6;52I212;14.2956;67.0027;26.6846
31;7;52I212;6.0295;59.4313;27.285
31;8;52I212;13.4043;65.9271;27.5199
31;9;52I212;10.2231;64.1287;27.7677
31;10;52I212;8.4557;61.8307;27.3169
31;11;52I212;7.9638;60.7385;27.5452
31;12;52I212;8.785;60.7212;27.7038
31;13;52I212;10.2615;62.5353;27.8512
31;14;52I212;10.815;62.082;27.8766
31;15;52I212;10.9141;63.3641;27.2822
31;16;52I212;21.4546;75.2298;24.0708
31;17;52I212;21.1865;74.1774;23.9434
31;18;52I212;20.9124;73.2208;23.833
31;19;52I212;21.5833;75.32;23.4465
31;20;52I212;18.8674;73.4746;22.9045
31;21;52I212;19.9033;73.7383;23.0091
31;22;52I212;19.3966;72.2137;21.0768
31;23;52I212;14.3236;58.1481;20.6445
31;24;52I212;22.4464;82.035;23.605
31;25;52I212;22.224;87.4616;23.1537
31;26;52I212;21.6691;87.3569;22.773
31;27;52I212;20.5046;74.989;23.2197
31;28;52I212;21.5669;75.9211;23.1142
31;29;52I212;20.9815;75.1014;22.7133
31;30;52I212;21.167;74.0984;22.9217
31;31;52I212;21.1162;72.5816;23.0108
31;32;52I212;20.4901;70.2817;22.716
31;33;52I212;20.5099;72.9415;22.5384
31;34;52I212;20.4594;70.1386;22.6802
31;35;52I212;20.3591;72.1345;22.6942
31;36;52I212;20.1694;73.633;22.3053
31;37;52I212;19.6786;72.4507;22.3741
31;38;52I212;20.147;71.6182;22.2468
31;39;52I212;20.7059;78.4575;22.3465
31;40;52I212;20.5958;76.6725;23.7235
31;42;52I212;6.4061;58.9695;26.9532
31;43;52I212;5.3317;60.3322;26.3501
31;44;52I212;11.5165;65.4288;26.4595
31;45;52I212;7.0389;63.8614;26.7308
31;46;52I212;10.184;65.0145;26.6826
31;47;52I212;3.8256;59.3138;26.4241
31;48;52I212;4.8825;59.834;26.3809
31;49;52I212;4.1928;59.6235;26.1098
31;50;52I212;6.0741;60.685;26.2878
31;51;52I212;6.2281;61.7437;26.6797
31;52;52I212;5.7884;61.1347;27.0825
31;53;52I212;10.4561;64.6183;27.3284
31;54;52I212;7.7027;63.8352;26.946
31;55;52I212;6.8521;61.6354;26.9258
31;56;52I212;10.8535;64.0806;26.2858
31;57;52I212;13.9436;68.4955;25.9991
31;58;52I212;10.476;65.371;25.7051
31;59;52I212;12.8492;65.8984;25.7431
31;60;52I212;6.2686;61.4101;26.0815
31;61;52I212;6.4811;59.8255;26.4638
30;6;52I212;14.1384;66.4504;25.2645
30;7;52I212;7.5673;60.8439;27.1161
30;8;52I212;11.8886;61.7228;27.2714
30;9;52I212;10.6509;62.6171;27.9031
30;10;52I212;10.8415;63.3786;28.075
30;11;52I212;12.1215;65.4443;28.1514
30;12;52I212;3.4561;57.7571;28.1103
30;13;52I212;10.1665;61.383;27.8377
30;14;52I212;11.9279;67.2545;26.7101
30;15;52I212;21.7479;75.3272;24.4461
30;16;52I212;20.5629;74.4969;24.1034
30;17;52I212;20.4178;73.3161;23.9955
30;18;52I212;21.4091;75.1086;23.9604
30;19;52I212;20.274;76.0624;23.2872
30;20;52I212;20.4598;74.2311;23.1425
30;21;52I212;19.1714;72.836;22.8583
30;22;52I212;20.2682;74.9321;23.0897
30;23;52I212;20.5573;75.5421;23.2522
30;24;52I212;22.0531;84.7817;23.0953
30;25;52I212;21.9098;85.4819;22.9737
30;26;52I212;21.6382;82.7905;22.8077
30;27;52I212;21.5205;77.4622;22.9613
30;28;52I212;22.0047;81.049;23.1858
30;29;52I212;21.6086;77.501;23.308
30;30;52I212;20.6938;73.5016;23.0985
30;31;52I212;20.476;71.6509;23.082
30;32;52I212;20.3003;70.0367;22.4725
30;33;52I212;19.6534;72.9219;22.1895
30;34;52I212;19.9526;69.5743;22.3946
30;35;52I212;18.7496;69.5892;22.6398
30;36;52I212;19.9639;71.9871;22.4998
30;37;52I212;19.8878;71.2732;22.0947
30;38;52I212;20.0613;73.2841;21.8735
30;39;52I212;20.6063;76.1296;23.173
30;40;52I212;7.8921;72.5;21.1483
30;41;52I212;5.5241;59.8957;27.257
30;42;52I212;9.6658;63.5879;26.9104
30;43;52I212;11.2732;64.6306;26.7109
30;44;52I212;15.666;68.5699;26.7761
30;45;52I212;12.3734;66.8786;26.8712
30;46;52I212;4.9538;60.9965;26.7225
30;47;52I212;4.6774;59.2216;26.1878
30;48;52I212;4.4817;59.1771;26.174
30;49;52I212;5.0071;61.4886;26.1676
30;50;52I212;3.6237;59.6553;26.5918
30;51;52I212;5.094;60.4114;27.0452
30;52;52I212;5.9949;62.2799;27.5557
30;53;52I212;13.4685;66.0833;27.4872
30;54;52I212;9.7508;64.7111;26.9121
30;55;52I212;8.8755;63.5744;26.8052
30;56;52I212;9.9893;64.4891;26.1197
30;57;52I212;15.8631;68.1578;26.1428
30;58;52I212;15.657;68.0709;26.2142
30;59;52I212;9.988;64.733;26.3611
30;60;52I212;14.5857;66.3019;26.9332
30;61;52I212;13.7417;64.3789;27.0338
30;62;52I212;13.7689;63.1763;27.5915
29;6;52I212;0.1896;63.3508;18.4819
29;7;52I212;12.6806;65.4985;25.7491
29;8;52I212;16.6622;66.3732;27.4979
29;9;52I212;12.1995;66.3243;27.4096
29;10;52I212;6.014;62.4747;28.0684
29;11;52I212;3.2706;58.0456;27.9739
29;12;52I212;9.0365;62.1362;28.0916
29;13;52I212;6.5518;60.9497;27.2453
29;14;52I212;21.3567;73.5687;24.3064
29;15;52I212;21.4539;73.675;24.2227
29;16;52I212;21.0076;73.085;24.181
29;17;52I212;18.7914;73.0685;23.6924
29;18;52I212;20.1881;71.4814;23.9169
29;19;52I212;20.9431;72.6106;23.767
29;20;52I212;21.34;75.3106;23.4941
29;21;52I212;21.1668;71.6042;23.2833
29;22;52I212;20.9708;74.3057;22.9592
29;23;52I212;20.6707;73.4922;23.1411
29;24;52I212;21.0497;75.258;22.9527
29;25;52I212;21.3591;75.5918;23.3799
29;26;52I212;21.569;75.0036;23.4988
29;27;52I212;22.1324;87.047;23.1081
29;28;52I212;22.0692;87.6472;22.9613
29;29;52I212;21.6466;76.9893;23.3307
29;30;52I212;21.3791;74.6296;23.3938
29;31;52I212;21.3814;75.7752;23.3697
29;32;52I212;20.9703;74.2555;22.6522
29;33;52I212;20.7208;74.1676;22.5118
29;34;52I212;20.2781;73.2688;22.2764
29;35;52I212;20.3436;71.4755;22.3108
29;36;52I212;19.2846;72.2175;21.9882
29;37;52I212;19.5484;71.6958;21.7095
29;38;52I212;12.9195;65.2474;22.502
29;39;52I212;6.0471;63.3621;24.5399
29;40;52I212;2.5739;56.3597;26.9406
29;41;52I212;2.4293;56.4229;27.1466
29;42;52I212;5.9893;61.9303;27.0077
29;43;52I212;14.9612;66.2333;26.8591
29;44;52I212;14.1119;66.5887;26.968
29;45;52I212;8.9157;65.3986;27.1491
29;46;52I212;8.4766;63.9485;26.9134
29;47;52I212;6.549;62.0704;26.5337
29;48;52I212;4.1697;59.5958;26.1426
29;49;52I212;3.6448;58.8837;26.2992
29;50;52I212;6.0778;60.777;26.9179
29;51;52I212;14.5135;66.7789;27.3385
29;52;52I212;7.5854;64.0287;27.5937
29;53;52I212;6.787;64.7557;27.3317
29;54;52I212;1.641;54.404;26.8627
29;55;52I212;0.5593;50.4866;26.2511
29;56;52I212;1.712;58.0276;25.5243
29;57;52I212;1.8044;59.5296;25.953
29;58;52I212;1.7804;60.4868;26.2193
29;59;52I212;2.9653;61.3852;26.2418
29;60;52I212;1.3732;55.9808;26.6497
29;61;52I212;1.6881;56.6016;26.6924
29;62;52I212;3.9141;57.941;26.4796
28;7;52I212;10.2421;66.2262;24.2574
28;8;52I212;3.12;58.81;26.6267
28;9;52I212;2.4633;57.7948;27.667
28;10;52I212;3.256;57.5267;27.7069
28;11;52I212;3.5788;57.683;27.4601
28;12;52I212;6.252;59.1553;27.6072
28;13;52I212;21.4976;72.9477;24.5088
28;14;52I212;20.5323;74.4346;24.0986
28;15;52I212;20.9735;75.1736;24.1474
28;16;52I212;22.0825;76.4612;24.1069
28;17;52I212;21.8482;77.5454;23.9554
28;18;52I212;21.3095;76.6175;23.6795
28;19;52I212;21.7119;76.6518;23.5144
28;20;52I212;20.9743;74.5707;23.2736
28;21;52I212;20.9857;70.5065;23.0946
28;22;52I212;21.2943;73.8848;22.9547
28;23;52I212;20.2265;71.0677;23.1412
28;24;52I212;20.7644;73.1565;23.2051
28;25;52I212;20.9039;72.3126;23.7782
28;26;52I212;22.2894;75.5966;23.9262
28;27;52I212;22.4879;86.5926;23.3929
28;28;52I212;22.1469;84.4599;23.1423
28;29;52I212;21.2473;76.6388;22.7718
28;30;52I212;20.845;70.9563;22.988
28;31;52I212;20.2675;70.8947;23.1579
28;32;52I212;20.0417;71.8758;22.7946
28;33;52I212;20.7282;71.9615;22.6894
28;34;52I212;20.2384;69.6624;22.2602
28;35;52I212;19.374;70.2578;22.1182
28;36;52I212;19.1657;69.3082;21.724
28;37;52I212;15.6469;67.6022;21.8624
28;38;52I212;0.7303;54.184;23.3486
28;39;52I212;2.438;53.2454;27.2754
28;40;52I212;2.9302;56.7864;26.9007
28;41;52I212;4.4917;57.7513;27.0414
28;42;52I212;6.7117;61.9079;26.8235
28;43;52I212;9.5352;65.4185;26.9339
28;44;52I212;8.292;63.7894;27.1038
28;45;52I212;12.899;67.9021;27.1058
28;46;52I212;5.15;61.5325;27.0465
28;47;52I212;5.2212;62.7123;26.3423
28;48;52I212;4.4609;60.743;26.3824
28;49;52I212;5.017;60.155;26.8212
28;50;52I212;6.6068;61.9978;27.2941
28;51;52I212;8.5526;63.3825;27.3954
28;52;52I212;14.0991;68.2007;27.1507
28;53;52I212;7.2984;63.9416;27.5406
28;54;52I212;10.0791;63.9924;27.1231
28;55;52I212;11.686;65.3281;26.0206
28;56;52I212;10.653;64.6752;25.6835
28;57;52I212;9.3856;64.893;25.5131
28;58;52I212;14.9693;69.5459;26.1206
28;59;52I212;3.9216;58.9075;26.8004
28;60;52I212;9.7451;63.9002;27.0014
28;61;52I212;13.7375;64.8917;27.0609
28;62;52I212;13.644;65.1771;27.1662
28;63;52I212;9.4174;60.7021;27.249
27;8;52I212;6.771;59.2196;25.9674
27;9;52I212;5.9276;58.5195;27.1875
27;10;52I212;10.6673;63.744;27.5319
27;11;52I212;7.0795;61.0165;25.5957
27;12;52I212;21.6725;77.527;24.3625
27;13;52I212;20.5577;73.8844;24.4418
27;14;52I212;20.9572;76.128;24.5308
27;15;52I212;21.6143;74.8673;24.0441
27;16;52I212;20.8008;74.8045;24.093
