row;col;UP;ElevP50;ARMFR;ElevP90
19;42;52I217;16.6479;68.5442;28.2435
19;43;52I217;12.6522;67.5708;27.5515
19;44;52I217;13.8822;67.1804;28.1518
18;5;52I217;14.6602;67.7174;28.3318
18;6;52I217;13.6436;70.0341;28.257
18;7;52I217;9.7045;68.8299;28.2344
18;8;52I217;8.67;67.1555;28.2778
18;9;52I217;12.9468;69.3177;28.48
18;10;52I217;12.4561;68.4845;28.669
18;11;52I217;14.4738;68.3351;28.5741
18;12;52I217;13.6827;69.3162;28.6559
18;13;52I217;8.4515;65.811;28.5323
18;14;52I217;8.4245;66.5204;28.5066
18;15;52I217;9.4212;67.1608;28.6133
18;16;52I217;8.2825;64.0739;28.3795
18;17;52I217;9.3656;64.9294;28.588
18;18;52I217;4.5233;57.7182;28.7638
18;19;52I217;8.4308;65.0769;28.6733
18;20;52I217;11.8828;68.3115;28.7118
18;21;52I217;10.1332;67.36;28.5294
18;22;52I217;10.4478;67.855;28.1563
18;23;52I217;9.4889;66.3991;28.1168
18;24;52I217;10.9476;67.4044;28.0208
18;25;52I217;8.8792;65.6946;27.703
18;26;52I217;10.0161;65.6684;27.6641
18;27;52I217;10.0979;65.2242;27.8208
18;28;52I217;7.1045;64.6397;28.1878
18;29;52I217;7.3397;64.145;28.1453
18;30;52I217;8.1544;64.0254;27.9249
18;31;52I217;7.4417;64.1137;28.0995
18;32;52I217;9.1723;64.4039;27.9981
18;33;52I217;9.4912;65.0013;28.1096
18;34;52I217;9.6366;64.0511;28.1684
18;35;52I217;15.3668;68.0314;27.7571
18;36;52I217;16.6548;68.8137;27.9503
18;37;52I217;10.1652;65.8909;28.1425
18;38;52I217;10.8336;64.8155;27.9772
18;39;52I217;10.1542;64.6971;28.0739
18;40;52I217;8.2647;63.6803;27.8357
18;41;52I217;5.5704;61.3645;27.9144
18;42;52I217;8.817;63.949;27.6628
18;43;52I217;11.0294;65.3272;27.7968
18;44;52I217;25.806;69.5652;28.3575
17;5;52I217;3.6031;59.9499;27.5456
17;6;52I217;4.1105;58.7599;27.751
17;7;52I217;8.1757;67.4828;27.6568
17;8;52I217;6.3399;63.3963;28.1224
17;9;52I217;6.7648;63.6125;28.449
17;10;52I217;8.0339;65.0625;28.4216
17;11;52I217;7.0458;65.6916;28.3675
17;12;52I217;8.9339;63.7034;28.4459
17;13;52I217;8.4117;65.4974;28.3815
17;14;52I217;9.6161;68.3858;28.7758
17;15;52I217;13.6961;68.8495;28.5698
17;16;52I217;9.2883;66.7571;28.5028
17;17;52I217;8.222;64.5799;28.3525
17;18;52I217;10.5467;65.5017;28.4884
17;19;52I217;2.5513;55.906;28.2833
17;20;52I217;6.7927;64.9161;28.4404
17;21;52I217;8.4678;65.5382;28.0724
17;22;52I217;10.4586;66.8919;28.0818
17;23;52I217;12.3745;67.905;27.8131
17;24;52I217;10.5311;65.124;27.3982
17;25;52I217;9.2442;66.0903;27.8269
17;26;52I217;9.7438;65.9859;27.606
17;27;52I217;13.6355;67.9259;27.7085
17;28;52I217;10.8223;65.4573;27.6468
17;29;52I217;8.1005;64.6458;28.1295
17;30;52I217;10.2391;65.6152;28.1096
17;31;52I217;13.4063;66.9479;27.9609
17;32;52I217;9.5002;64.5418;27.9654
17;33;52I217;11.2189;66.3541;27.9255
17;34;52I217;9.5496;64.9403;27.8041
17;35;52I217;10.8077;65.3584;27.7483
17;36;52I217;11.126;67.5067;27.6871
17;37;52I217;11.9676;67.3166;27.7723
17;38;52I217;11.4542;66.2181;28.0622
17;39;52I217;9.9907;64.39;28.0441
17;40;52I217;9.4013;64.3541;27.9778
17;41;52I217;10.493;66.2706;28.1681
17;42;52I217;7.6924;63.0609;28.0009
17;43;52I217;8.8547;61.6141;27.9083
16;5;52I217;7.552;64.1089;27.3111
16;6;52I217;10.5839;66.0627;27.8536
16;7;52I217;10.8377;69.5434;28.08
16;8;52I217;7.3614;64.1358;28.2085
16;9;52I217;9.9435;67.7854;28.1288
16;10;52I217;13.6121;67.5021;28.2939
16;11;52I217;18.1541;71.3502;28.1379
16;12;52I217;9.4951;67.4105;28.0694
16;13;52I217;9.3124;66.8948;28.2033
16;14;52I217;17.0882;69.515;28.6478
16;15;52I217;13.5038;67.8118;28.2356
16;16;52I217;9.1109;65.1139;28.4616
16;17;52I217;18.2183;69.845;28.7921
16;18;52I217;13.9279;66.4709;28.2549
16;19;52I217;11.6895;62.8403;28.6709
16;20;52I217;15.0051;69.4404;28.1397
16;21;52I217;13.315;68.1831;27.6757
16;22;52I217;10.1977;66.0993;27.9459
16;23;52I217;12.0862;67.4873;27.9106
16;24;52I217;11.2618;66.1906;27.6017
16;25;52I217;13.8524;69.517;27.765
16;26;52I217;13.6032;68.543;27.7834
16;27;52I217;14.6701;70.1504;27.7048
16;28;52I217;17.3201;70.3635;27.8476
16;29;52I217;14.6162;70.779;28.3283
16;30;52I217;13.2544;66.1822;27.8612
16;31;52I217;11.1461;64.7607;27.7746
16;32;52I217;13.4399;67.4076;27.9992
16;33;52I217;14.0878;68.0146;27.8779
16;34;52I217;12.842;68.0344;27.7587
16;35;52I217;13.2679;68.6441;27.6856
16;36;52I217;14.9032;69.3702;27.9127
16;37;52I217;11.2857;66.6567;27.6671
16;38;52I217;13.9491;67.7765;27.9505
16;39;52I217;15.1724;68.8207;28.5362
16;40;52I217;16.0538;68.9092;28.4842
16;41;52I217;12.2711;66.955;28.495
16;42;52I217;9.7005;62.4259;28.2399
16;43;52I217;12.314;68.1486;28.3906
15;6;52I217;8.6582;64.67;27.4559
15;7;52I217;9.0014;66.5757;27.6796
15;8;52I217;9.1295;65.2244;27.802
15;9;52I217;10.8865;66.6888;28.212
15;10;52I217;10.6223;66.8822;28.2103
15;11;52I217;14.2378;69.94;28.6729
15;12;52I217;7.8397;63.6506;28.3322
15;13;52I217;15.8554;68.6377;28.3974
15;14;52I217;12.726;69.1945;28.4538
15;15;52I217;11.715;66.867;27.9776
15;16;52I217;13.5781;67.5934;28.7843
15;17;52I217;16.3745;69.1367;28.4493
15;18;52I217;15.9016;68.1153;28.2715
15;19;52I217;11.5976;64.8654;28.618
15;20;52I217;12.0959;66.3775;27.8399
15;21;52I217;11.9531;67.5059;27.7445
15;22;52I217;15.4985;70.9718;27.5066
15;23;52I217;14.8689;70.452;27.709
15;24;52I217;11.9015;69.4444;27.7246
15;25;52I217;13.5463;69.0585;28.041
15;26;52I217;11.2281;66.7301;27.9523
15;27;52I217;17.9319;70.1058;27.7725
15;28;52I217;14.4863;70.774;27.9323
15;29;52I217;11.8152;67.7751;28.1854
15;30;52I217;10.8661;66.2893;28.3296
15;31;52I217;11.4967;66.4104;28.0713
15;32;52I217;11.4221;67.3537;28.1477
15;33;52I217;13.1759;68.504;28.4455
15;34;52I217;10.6086;67.4692;28.0396
15;35;52I217;9.2397;65.8897;27.8602
15;36;52I217;10.4981;67.6431;27.764
15;37;52I217;10.5782;66.7722;28.3987
15;38;52I217;13.576;68.1415;28.0985
15;39;52I217;11.2867;65.3076;28.4744
15;40;52I217;11.2813;66.5887;28.104
15;41;52I217;9.1315;63.3229;28.4157
15;42;52I217;9.5762;63.4345;28.2964
15;43;52I217;5.7946;59.8406;28.0834
14;6;52I217;7.6146;65.7757;27.3821
14;7;52I217;11.2027;68.2048;27.2796
14;8;52I217;9.1705;65.7941;27.307
14;9;52I217;8.1762;64.4079;27.996
14;10;52I217;10.2754;67.7814;28.2881
14;11;52I217;15.1348;68.9697;28.6715
14;12;52I217;14.4779;68.2705;28.5352
14;13;52I217;11.9256;66.9505;28.3399
14;14;52I217;11.9971;65.0169;28.3414
14;15;52I217;11.257;67.8669;28.4007
14;16;52I217;10.0178;67.1542;28.7108
14;17;52I217;10.7231;65.7684;28.3864
14;18;52I217;13.1469;68.1178;28.3673
14;19;52I217;17.1068;70.8064;28.4601
14;20;52I217;15.7954;71.2198;28.1617
14;21;52I217;14.0463;70.5274;28.0287
14;22;52I217;11.0316;67.5749;27.6996
14;23;52I217;15.0493;69.5689;28.2303
14;24;52I217;15.179;70.9032;28.0666
14;25;52I217;17.985;70.2128;27.882
14;26;52I217;19.3165;71.3713;27.3159
14;27;52I217;20.8692;72.5217;27.7266
14;28;52I217;17.4418;70.4365;27.8442
14;29;52I217;13.7957;68.0913;28.0286
14;30;52I217;15.2737;68.7526;27.9173
14;31;52I217;16.5841;71.1486;27.9535
14;32;52I217;17.918;71.456;27.9639
14;33;52I217;17.2527;70.6439;28.0873
14;34;52I217;14.3175;69.4525;27.8151
14;35;52I217;11.6721;68.0466;28.1158
14;36;52I217;9.9895;66.072;27.9743
14;37;52I217;12.9262;68.9384;28.2866
14;38;52I217;11.0928;66.4926;28.5938
14;39;52I217;10.0574;66.3855;28.5043
14;40;52I217;7.0542;63.9839;27.9393
14;41;52I217;12.2743;66.2217;28.0483
14;42;52I217;11.7762;68.1023;28.226
14;43;52I217;7.8136;60.1351;28.2035
13;6;52I217;6.6422;61.4709;26.4383
13;7;52I217;9.2076;63.9894;27.0392
13;8;52I217;7.1433;63.1474;27.0576
13;9;52I217;11.2497;65.4405;27.6152
13;10;52I217;14.6899;68.2152;27.9881
13;11;52I217;13.7821;67.5017;28.297
13;12;52I217;11.5424;68.2256;28.4317
13;13;52I217;13.4246;67.1841;28.4438
13;14;52I217;11.9326;66.2253;28.2586
13;15;52I217;9.3452;65.599;28.4048
13;16;52I217;9.7441;64.7663;28.673
13;17;52I217;13.5128;67.6054;28.5219
13;18;52I217;11.4769;66.2546;28.3586
13;19;52I217;15.9709;67.3246;28.4771
13;20;52I217;18.5855;70.9958;28.6051
13;21;52I217;16.0905;71.285;28.2441
13;22;52I217;10.6047;68.299;28.0722
13;23;52I217;15.2761;70.8161;27.7295
13;24;52I217;20.8207;72.8374;28.2791
13;25;52I217;15.0617;70.3549;27.8067
13;26;52I217;19.8745;72.056;27.4288
13;27;52I217;14.2831;70.08;27.6786
13;28;52I217;20.4169;71.3086;27.8748
13;29;52I217;10.1173;66.7175;28.2057
13;30;52I217;14.803;68.8114;28.4561
13;31;52I217;22.2242;72.3207;27.9851
13;32;52I217;15.061;71.1099;28.0729
13;33;52I217;15.8679;70.271;27.9227
13;34;52I217;20.8569;71.0617;27.7496
13;35;52I217;17.7369;71.5716;27.9845
13;36;52I217;15.9431;69.7413;28.457
13;37;52I217;14.1833;68.4675;28.6844
13;38;52I217;10.6022;65.9587;28.5016
13;39;52I217;12.0935;67.8975;28.8638
13;40;52I217;11.8909;66.6816;28.6612
13;41;52I217;15.1861;69.9091;28.4081
13;42;52I217;11.8433;67.1277;28.2625
12;7;52I217;3.9261;60.1218;26.6213
12;8;52I217;7.3754;60.5365;26.6205
12;9;52I217;8.856;62.9372;27.1582
12;10;52I217;9.2831;63.6942;28.031
12;11;52I217;10.3658;65.2156;28.1836
12;12;52I217;13.572;68.4266;28.4131
12;13;52I217;9.9891;63.9629;28.4253
12;14;52I217;12.3685;66.3691;28.0079
12;15;52I217;15.5474;68.4428;28.3032
12;16;52I217;8.5745;62.7287;28.3081
12;17;52I217;13.9254;66.8194;28.0327
12;18;52I217;11.4354;64.4514;28.2295
12;19;52I217;16.8236;67.8714;28.4523
12;20;52I217;16.436;68.1011;28.5182
12;21;52I217;18.5527;73.4846;28.283
12;22;52I217;15.2674;70.3678;28.0539
12;23;52I217;23.2949;73.2603;27.9261
12;24;52I217;16.7264;70.3119;27.8987
12;25;52I217;16.0623;69.2802;27.4718
12;26;52I217;18.4572;69.3869;27.7564
12;27;52I217;16.6342;71.6085;28.0911
12;28;52I217;12.1218;66.9626;27.9286
12;29;52I217;11.8244;67.7126;28.6375
12;30;52I217;10.18;66.4105;28.2956
12;31;52I217;11.2651;68.5908;28.4624
12;32;52I217;14.4218;70.6885;28.1643
12;33;52I217;16.2514;71.4756;28.4506
12;34;52I217;18.1467;69.8786;28.3168
12;35;52I217;21.3347;71.5195;28.0861
12;36;52I217;17.2336;70.8602;28.3768
12;37;52I217;15.7314;69.9212;28.7566
12;38;52I217;12.0021;67.7202;28.7994
12;39;52I217;10.7405;66.527;28.7461
12;40;52I217;11.1183;66.7926;28.7974
12;41;52I217;16.2419;69.5933;28.5999
12;42;52I217;12.4229;67.594;28.3604
11;10;52I217;14.764;75.2846;27.2936
11;11;52I217;11.9751;66.1495;27.7842
11;12;52I217;13.908;67.3835;27.914
11;13;52I217;12.7697;66.4948;27.8539
11;14;52I217;10.4285;64.5153;28.2472
11;15;52I217;9.6529;63.4786;28.5872
11;16;52I217;13.8205;66.0667;28.1467
11;17;52I217;12.1846;65.729;28.1701
11;18;52I217;10.7015;65.6688;27.9182
11;19;52I217;17.9399;67.1459;28.3238
11;20;52I217;14.5886;65.0255;28.6258
11;21;52I217;16.6274;69.9197;28.4232
11;22;52I217;17.3018;72.2262;28.0663
11;23;52I217;12.9446;69.6673;27.7656
11;24;52I217;17.5596;71.5802;27.6484
11;25;52I217;21.5297;71.1533;27.6289
11;26;52I217;14.7482;69.279;27.6058
11;27;52I217;17.3543;70.5204;27.8039
11;28;52I217;22.8571;71.0145;27.925
11;29;52I217;10.5082;65.764;27.8856
11;30;52I217;13.6745;68.885;28.0955
11;31;52I217;15.7223;70.2061;28.2519
11;32;52I217;16.8301;69.8764;28.5
11;33;52I217;12.766;67.8795;28.4295
11;34;52I217;12.7082;67.5379;28.5324
11;35;52I217;24.2134;72.6013;28.1779
11;36;52I217;19.0966;71.802;28.4426
11;37;52I217;15.2838;69.2516;28.5924
11;38;52I217;13.2271;68.35;28.7752
11;39;52I217;10.0038;66.571;28.6996
11;40;52I217;15.4221;69.2649;28.9513
11;41;52I217;14.8284;69.3716;28.7347
11;42;52I217;14.1975;69.3364;28.9593
10;13;52I217;15.9919;66.1117;28.1167
10;14;52I217;16.2233;66.4129;27.8884
10;15;52I217;14.9344;66.377;28.3151
10;16;52I217;11.5871;65.6078;28.0664
10;17;52I217;10.4159;63.7138;27.9063
10;18;52I217;21.2732;70.5173;28.2013
10;19;52I217;18.8524;69.5067;28.0253
10;20;52I217;23.1444;69.6238;28.3397
10;21;52I217;15.417;67.1951;28.6314
10;22;52I217;13.4387;67.3231;27.9956
10;23;52I217;18.4542;70.0309;27.8682
10;24;52I217;19.7239;72.4795;28.0803
10;25;52I217;22.0765;71.6598;28.0943
10;26;52I217;22.8641;70.2908;27.7291
10;27;52I217;25.1182;71.2335;27.9835
10;28;52I217;21.3267;71.1153;28.3477
10;29;52I217;21.4874;70.1594;28.2239
10;30;52I217;17.5449;68.9165;28.0387
10;31;52I217;17.4367;69.8003;28.2053
10;32;52I217;15.4288;68.7771;28.346
10;33;52I217;21.3086;71.2711;28.3653
10;34;52I217;19.858;72.3218;28.3305
10;35;52I217;19.3596;72.2188;28.4635
10;36;52I217;20.8413;71.2192;28.8457
10;37;52I217;20.1133;70.9128;29.0049
10;38;52I217;11.7527;69.6001;28.7361
10;39;52I217;15.2721;70.5519;28.7609
10;40;52I217;22.1703;72.3991;28.736
10;41;52I217;15.5296;69.6535;28.5309
10;42;52I217;21.2189;73.7135;29.1999
9;16;52I217;16.2404;70.5815;27.6354
9;17;52I217;13.6415;67.0976;27.3682
9;18;52I217;15.4462;67.6622;28.121
9;19;52I217;20.2802;69.7892;28.0786
9;20;52I217;21.4147;70.7495;28.536
9;21;52I217;13.7733;66.2839;28.5129
9;22;52I217;20.32;68.7234;28.1956
9;23;52I217;23.7163;72.9206;28.1675
9;24;52I217;22.1621;74.3463;28.3488
9;25;52I217;20.4427;70.2901;28.2424
9;26;52I217;18.1891;69.1116;28.1681
9;27;52I217;23.2755;72.0845;28.3912
9;28;52I217;23.0966;70.6131;28.4965
9;29;52I217;15.2859;69.7302;28.2478
9;30;52I217;20.8798;69.8167;28.2661
9;31;52I217;18.7805;70.9813;28.3732
9;32;52I217;18.0458;70.2706;28.2843
9;33;52I217;24.4471;71.8572;28.0957
9;34;52I217;23.7991;71.5842;28.2061
9;35;52I217;20.0163;70.627;28.6106
9;36;52I217;23.8108;72.1845;28.7214
9;37;52I217;25.3759;73.9096;28.6941
9;38;52I217;9.0735;67.7845;28.728
9;39;52I217;21.0152;72.1146;28.8843
9;40;52I217;19.1441;70.7911;28.8016
9;41;52I217;14.6213;68.166;28.5673
8;19;52I217;15.4759;70.0466;28.3166
8;20;52I217;18.7382;71.0526;28.421
8;21;52I217;8.0335;62.2647;28.4707
8;22;52I217;14.7992;70.6452;28.1868
8;23;52I217;9.1043;65.7728;28.2182
8;24;52I217;7.9524;65.3506;28.371
8;25;52I217;14.8702;69.2189;28.2099
8;26;52I217;15.463;68.7469;28.5295
8;27;52I217;13.3317;68.4282;28.4575
8;28;52I217;11.2361;66.5781;28.4032
8;29;52I217;9.6776;67.2448;28.0621
8;30;52I217;8.5614;64.4354;28.4374
8;31;52I217;8.1044;65.0062;28.1459
8;32;52I217;5.5969;65.0147;27.9329
8;33;52I217;4.5932;62.0214;28.077
8;34;52I217;5.541;63.9233;27.9863
8;35;52I217;3.0762;62.6243;27.9875
8;36;52I217;2.6254;62.6696;28.2311
8;37;52I217;1.5059;57.256;28.5565
8;38;52I217;5.6942;62.8992;28.4393
8;39;52I217;6.9208;63.799;28.8435
8;40;52I217;3.3076;59.2205;28.3694
8;41;52I217;5.7736;59.9264;28.4865
7;22;52I217;9.3504;75.2381;27.7538
7;23;52I217;2.5648;59.0591;28.005
7;24;52I217;1.998;56.8539;28.0912
7;25;52I217;1.2313;55.0557;28.3713
7;26;52I217;2.8781;59.1702;28.4832
7;27;52I217;3.2053;59.3315;28.5911
7;28;52I217;3.252;60.761;28.1902
7;29;52I217;3.1044;60.3228;28.1914
7;30;52I217;4.4266;62.7154;28.0628
7;31;52I217;8.2079;65.991;27.9597
7;32;52I217;5.1057;60.2548;28.2232
7;33;52I217;9.1007;63.9566;28.3805
7;34;52I217;20.4942;70.2488;28.265
7;35;52I217;10.1714;65.2635;28.196
7;36;52I217;6.8502;62.7755;28.6473
7;37;52I217;13.504;68.2312;28.8126
7;38;52I217;11.562;67.3558;28.8418
7;39;52I217;7.5318;63.9184;28.631
7;40;52I217;9.7937;65.6488;28.5998
7;41;52I217;17.4904;70.1513;28.3065
6;24;52I217;0.4597;58.0952;27.7946
6;25;52I217;8.0068;60.1792;28.7132
6;26;52I217;7.899;63.0811;28.8273
6;27;52I217;9.0135;63.9583;28.3574
6;28;52I217;10.7605;66.7945;28.422
6;29;52I217;15.3063;69.3886;28.7056
6;30;52I217;10.6673;67.1644;28.6143
6;31;52I217;11.7838;68.4422;28.0087
6;32;52I217;11.28;66.6713;28.5053
6;33;52I217;8.1533;62.2622;28.3397
6;34;52I217;13.3944;66.7827;28.3643
6;35;52I217;9.4633;66.933;28.4202
6;36;52I217;10.174;63.7872;28.9052
6;37;52I217;13.9777;67.6823;28.7908
6;38;52I217;17.0901;69.5329;28.7658
6;39;52I217;10.8773;66.8912;28.8045
6;40;52I217;9.9076;64.6644;28.3068
6;41;52I217;14.6351;67.2832;28.8332
5;27;52I217;0.6207;51.699;27.3192
5;28;52I217;5.8378;56.7568;28.2846
5;29;52I217;7.3764;64.3629;28.6414
5;30;52I217;6.7059;64.2847;28.1567
5;31;52I217;10.4653;68.0284;28.1964
5;32;52I217;10.0719;65.4657;27.91
5;33;52I217;12.0967;68.1236;28.4627
5;34;52I217;8.2802;64.8861;28.5699
5;35;52I217;14.256;68.6507;28.8272
5;36;52I217;17.7461;72.3508;28.9583
5;37;52I217;13.9182;68.7729;28.8765
5;38;52I217;13.0342;66.3126;29.1345
5;39;52I217;10.8386;65.7591;28.6982
5;40;52I217;9.3087;64.6173;28.2574
5;41;52I217;10.7455;81.0811;25.9511
4;31;52I217;5.537;55.8364;28.1659
4;32;52I217;3.3335;56.5367;28.6368
4;33;52I217;6.9622;61.8632;28.8401
4;34;52I217;11.292;67.1557;28.9462
4;35;52I217;12.6234;67.7368;29.0795
4;36;52I217;8.4019;64.2435;28.7461
4;37;52I217;17.0078;70.1076;29.0279
4;38;52I217;14.5125;68.8937;29.0329
4;39;52I217;8.6854;62.7387;28.6331
4;40;52I217;11.1131;66.7035;28.3981
3;33;52I217;1.3616;45.4545;29.6297
3;34;52I217;7.2197;61.5745;29.4434
3;35;52I217;10.4338;64.5294;28.855
3;36;52I217;7.4511;61.9621;28.6819
3;37;52I217;13.0395;67.3187;28.8556
3;38;52I217;15.2416;68.7551;28.8919
3;39;52I217;13.0486;68.6269;28.3506
3;40;52I217;13.3591;67.2137;28.1201
2;36;52I217;3.9305;53.0888;28.7118
2;37;52I217;8.676;63.4184;28.8451
2;38;52I217;9.2167;60.3263;28.5651
2;39;52I217;16.2075;71.5069;28.4683
2;40;52I217;9.2399;73.8636;28.0083
1;38;52I217;0;20.7547;23.78
1;39;52I217;9.0698;62.7551;28.4859
75;17;52I219;12.7866;59.6491;31.0581
75;18;52I219;13.9365;66.7137;30.1323
75;19;52I219;22.5925;74.7764;32.0298
74;17;52I219;11.8609;63.2199;29.5095
74;18;52I219;11.6465;62.8397;30.2774
74;19;52I219;15.6787;67.72;30.4326
74;20;52I219;14.6711;64.8269;31.7066
74;21;52I219;17.9012;70.2643;32.2941
74;22;52I219;30.7173;71.4286;33.0928
73;16;52I219;12.92;64.8438;29.5611
73;17;52I219;12.1015;64.637;30.2622
73;18;52I219;10.1674;62.9237;30.2004
73;19;52I219;10.6515;63.2275;30.6132
73;20;52I219;9.5425;61.8138;30.7828
73;21;52I219;9.9325;64.1551;30.8013
73;22;52I219;14.7269;68.541;30.8391
73;23;52I219;14.3826;63.8889;32.1358
73;24;52I219;17.1696;68.7456;32.9292
73;25;52I219;15.0711;68.4211;32.0584
72;15;52I219;12.0018;61.2245;30.7422
72;16;52I219;12.5408;65.087;30.0197
72;17;52I219;10.7788;65.8402;30.2345
72;18;52I219;10.499;64.0131;29.929
72;19;52I219;9.7686;63.2197;29.4489
72;20;52I219;12.111;65.2986;30.1127
72;21;52I219;10.7663;62.66;30.6342
72;22;52I219;16.4696;77.1692;27.72
72;23;52I219;16.958;76.921;28.3738
72;24;52I219;15.1298;69.2677;29.4425
72;25;52I219;13.8018;67.5759;30.1627
72;26;52I219;18.1475;70.0838;30.6233
72;27;52I219;6.2959;65.7905;31.0174
72;28;52I219;6.1151;67.0616;31.8208
71;15;52I219;15.0073;67.8339;30.9532
71;16;52I219;12.5867;67.8216;29.8792
71;17;52I219;17.6854;70.8205;29.9697
71;18;52I219;23.6074;76.3244;29.1171
71;19;52I219;22.9047;77.4572;28.2858
71;20;52I219;23.1107;79.2656;28.7538
71;21;52I219;23.7002;76.6884;29.4848
71;22;52I219;19.3578;74.9637;30.0686
71;23;52I219;16.5688;73.3735;29.7677
71;24;52I219;19.2886;81.1602;28.0169
71;25;52I219;20.9722;82.7125;27.6612
71;26;52I219;12.4913;69.678;29.5435
71;27;52I219;9.3331;60.381;30.1985
71;28;52I219;11.4992;64.9839;30.6133
71;29;52I219;13.859;68.3849;31.0713
71;30;52I219;14.5347;63.9629;31.5104
71;31;52I219;26.4153;84.6154;33.613
70;14;52I219;21.4731;77.1343;31.1305
70;15;52I219;23.4722;76.3453;29.4944
70;16;52I219;24.5764;79.3385;28.3393
70;17;52I219;25.2318;87.1791;28.0465
70;18;52I219;25.0627;83.9374;28.0382
70;19;52I219;24.4832;83.8324;27.7205
70;20;52I219;24.4896;83.8695;27.5729
70;21;52I219;24.7971;87.4045;27.3085
70;22;52I219;24.6746;89.3704;27.2048
70;23;52I219;23.4308;83.8778;27.0292
70;24;52I219;21.1543;81.4577;28.2993
70;25;52I219;21.3535;77.9259;29.3745
70;26;52I219;21.517;83.371;27.8116
70;27;52I219;16.7751;72.2988;29.484
70;28;52I219;13.2178;67.7581;30.8036
70;29;52I219;13.2578;68.5352;31.1503
70;30;52I219;14.9338;69.0219;30.6306
70;31;52I219;22.4261;70.6052;30.2087
70;32;52I219;14.0978;66.1194;30.2547
70;33;52I219;13.0538;67.6378;30.3286
69;13;52I219;25.1578;85.3659;28.7552
69;14;52I219;25.3499;88.6439;28.4323
69;15;52I219;25.2023;83.9238;28.6654
69;16;52I219;24.3942;80.8746;28.3504
69;17;52I219;23.6705;73.2235;27.5958
69;18;52I219;19.4904;68.9762;27.2537
69;19;52I219;21.8783;69.8572;27.0757
69;20;52I219;21.5087;69.7871;27.0136
69;21;52I219;22.5105;73.8586;27.1827
69;22;52I219;23.4354;75.9373;27.1936
69;23;52I219;23.6176;80.2628;27.4015
69;24;52I219;21.0132;83.2249;25.7355
69;25;52I219;21.3322;82.2272;26.5724
69;26;52I219;17.6299;76.0652;28.7996
69;27;52I219;22.1088;88.5284;28.6572
69;28;52I219;18.4027;75.4294;27.9237
69;29;52I219;12.5581;68.3607;30.4986
69;30;52I219;15.0134;67.8286;30.4246
69;31;52I219;18.2719;69.6402;29.8997
69;32;52I219;22.1298;71.1132;29.7097
69;33;52I219;17.0554;68.009;29.7945
69;34;52I219;17.302;67.4887;30.4109
68;12;52I219;0.6471;48.1928;27.1962
68;13;52I219;14.4257;70.971;27.9516
68;14;52I219;17.1848;71.0842;27.5344
68;15;52I219;11.8206;67.5375;27.5802
68;16;52I219;10.3349;68.1539;27.843
68;17;52I219;20.1407;72.5553;27.417
68;18;52I219;17.9512;70.8807;26.9712
68;19;52I219;15.8054;69.2604;26.147
68;20;52I219;13.6445;69.0709;26.2216
68;21;52I219;18.1494;71.3749;26.4481
68;22;52I219;15.6758;69.8567;26.5287
68;23;52I219;15.9114;69.8108;26.8194
68;24;52I219;20.8697;72.0505;26.7931
68;25;52I219;22.5084;80.0771;26.899
68;26;52I219;23.9308;89.0089;26.8698
68;27;52I219;22.9173;89.165;26.834
68;28;52I219;22.3384;91.2297;27.3267
68;29;52I219;11.4565;68.6002;28.7543
68;30;52I219;14.9023;68.4044;29.738
68;31;52I219;12.4735;67.2701;29.3823
68;32;52I219;7.6058;64.9254;29.5043
68;33;52I219;9.6312;65.5531;29.6243
68;34;52I219;14.1468;68.3043;29.9841
68;35;52I219;11.1508;65.966;28.4554
68;36;52I219;17.9941;66.1037;30.6512
67;12;52I219;12.7088;69.9458;27.0982
67;13;52I219;11.8438;68.3814;27.1392
67;14;52I219;11.2441;69.8907;27.3109
67;15;52I219;12.2285;70.1449;26.6542
67;16;52I219;18.6454;73.5862;26.9076
67;17;52I219;18.6798;71.78;27.3627
67;18;52I219;11.4088;68.8639;27.5157
67;19;52I219;12.0583;68.9205;27.1747
67;20;52I219;10.5412;68.6769;27.5673
67;21;52I219;12.3732;69.3;27.1661
67;22;52I219;14.1411;68.3817;26.4278
67;23;52I219;7.7298;68.7881;26.2558
67;24;52I219;2.2319;64.2741;26.1971
67;25;52I219;2.7873;63.2301;26.9491
67;26;52I219;21.6977;79.6056;26.7753
67;27;52I219;22.6409;91.0449;25.9679
67;28;52I219;21.849;92.0348;25.8001
67;29;52I219;19.5439;84.1919;25.9444
67;30;52I219;15.2565;72.2838;29.2782
67;31;52I219;9.1668;64.3655;29.2079
67;32;52I219;13.0897;68.7718;29.8959
67;33;52I219;16.7364;70.3749;29.5306
67;34;52I219;13.3727;65.6766;30.1621
67;35;52I219;11.641;63.6294;30.3677
67;36;52I219;16.1236;69.8395;30.1565
67;37;52I219;9.2218;66.6667;15.6447
66;11;52I219;23.9886;81.9798;28.6581
66;12;52I219;20.2173;75.1049;27.9162
66;13;52I219;20.3456;75.603;27.3791
66;14;52I219;15.9489;70.6932;28.2083
66;15;52I219;18.351;72.0371;27.5698
66;16;52I219;15.6971;72.6627;27.1737
66;17;52I219;20.3516;75.3866;27.5408
66;18;52I219;20.2098;73.5042;27.659
66;19;52I219;18.2547;71.5098;28.0879
66;20;52I219;21.261;73.7959;28.1718
66;21;52I219;19.2242;72.7424;27.7798
66;22;52I219;18.5286;72.3301;27.3583
